Order ID,Customer ID,Product ID,Date ID,Ship ID,Sales,Quantity,Discount,Profit
CA-2015-000190,MP-17470,FUR-BO-10002613,20151012,20151014,899.136,4,0.2,112.392
CA-2015-000193,MP-17470,FUR-BO-10002545,20151012,20151014,626.352,3,0.2,46.9764
CA-2017-000689,RA-19285,FUR-BO-10004015,20171225,20171229,191.984,2,0.2,4.7996
CA-2017-003701,AC-10615,FUR-FU-10001602,20171224,20171229,37.93,1,0,6.8274
CA-2014-000202,BS-11755,FUR-TA-10004289,20140803,20140805,218.75,2,0.5,-161.875
CA-2014-001839,BF-10975,FUR-FU-10000629,20140801,20140805,44.128,4,0.2,12.1352
CA-2017-002004,JW-15955,FUR-CH-10001146,20171225,20171228,304.45,5,0,76.1125
CA-2017-003315,HG-15025,FUR-CH-10002602,20171224,20171228,271.764,2,0.1,48.3136
CA-2017-004031,CS-12355,FUR-CH-10002439,20171224,20171228,232.88,4,0,60.5488
CA-2017-000205,HK-14890,FUR-FU-10002960,20170603,20170607,35.168,7,0.2,9.6712
CA-2015-000214,VW-21775,FUR-BO-10004695,20150102,20150109,452.45,5,0.5,-244.323
CA-2015-000223,JB-15925,FUR-FU-10000087,20151224,20151227,72.704,4,0.2,19.0848
CA-2015-000227,DS-13180,FUR-TA-10003748,20150809,20150816,622.45,5,0,136.939
US-2015-000229,VD-21670,FUR-CH-10004860,20150228,20150304,161.568,2,0.2,-28.2744
US-2015-000230,VD-21670,FUR-CH-10004477,20150228,20150304,389.696,8,0.2,43.8408
US-2017-000232,CS-12400,FUR-TA-10001705,20170407,20170412,233.86,2,0.45,-102.048
US-2017-000233,CS-12400,FUR-TA-10003473,20170407,20170412,620.6145,3,0.45,-248.2458
US-2017-000235,CS-12400,FUR-FU-10004017,20170407,20170412,258.072,3,0.2,0
CA-2016-000239,KL-16645,FUR-FU-10000576,20160604,20160609,419.68,5,0.6,-356.728
CA-2016-000240,KL-16645,FUR-FU-10004351,20160604,20160609,11.688,3,0.6,-4.6752
CA-2016-000242,KL-16645,FUR-TA-10002607,20160604,20160609,177.225,5,0.5,-120.513
CA-2016-000243,KL-16645,FUR-FU-10002505,20160604,20160609,4.044,3,0.6,-2.8308
CA-2014-000245,DW-13480,FUR-CH-10004063,20140601,20140606,2001.86,7,0,580.5394
US-2014-002201,LT-17110,FUR-FU-10001935,20140601,20140606,22.2,6,0,9.102
CA-2014-003294,CK-12595,FUR-FU-10001852,20141226,20141230,3.48,2,0,1.1136
CA-2016-000250,LH-17155,FUR-CH-10002965,20161210,20161215,321.568,2,0.2,28.1372
US-2015-000255,DR-12880,FUR-FU-10002505,20151128,20151204,12.132,9,0.6,-8.4924
CA-2015-004147,TP-21415,FUR-FU-10004017,20151128,20151204,322.59,3,0,64.518
CA-2015-001082,BT-11395,FUR-CH-10002880,20151129,20151204,1106.91,9,0,121.7601
CA-2015-000273,HA-14920,FUR-FU-10003274,20150730,20150731,5.28,3,0,2.3232
CA-2015-001003,RH-19495,FUR-TA-10002903,20150731,20150731,1090.782,7,0.4,-290.8752
CA-2015-000283,JO-15280,FUR-TA-10002903,20151102,20151106,1038.84,5,0.2,51.942
CA-2016-000293,NZ-18565,FUR-BO-10004709,20161120,20161124,86.97,3,0.5,-48.7032
US-2016-001107,EH-13945,FUR-FU-10000206,20161119,20161124,2.328,2,0.6,-0.7566
US-2016-001864,NC-18625,FUR-TA-10004575,20161013,20161017,727.45,5,0.5,-465.568
US-2016-001865,NC-18625,FUR-FU-10001617,20161013,20161017,24.96,3,0.2,4.368
CA-2016-000302,JD-15895,FUR-FU-10001861,20161028,20161103,77.6,4,0,38.024
US-2017-000304,JH-15910,FUR-TA-10002533,20171119,20171123,219.075,3,0.5,-131.445
CA-2017-002552,AB-10105,FUR-FU-10004665,20171119,20171123,821.88,6,0,213.6888
CA-2017-003024,JB-16000,FUR-BO-10002202,20171117,20171123,327.7328,2,0.32,-14.4588
CA-2015-000305,AS-10225,FUR-FU-10002671,20150504,20150509,26.8,2,0,12.864
CA-2016-000310,BP-11185,FUR-FU-10001918,20160912,20160914,15.136,4,0.2,3.5948
CA-2016-000311,BP-11185,FUR-CH-10004086,20160912,20160914,466.768,2,0.2,52.5114
CA-2016-000312,BP-11185,FUR-FU-10001756,20160912,20160914,15.232,1,0.2,1.7136
US-2016-002544,AP-10720,FUR-BO-10003450,20160908,20160914,173.94,3,0,13.9152
US-2016-002591,SE-20110,FUR-FU-10004671,20160908,20160914,14.136,2,0.6,-7.7748
US-2016-002592,SE-20110,FUR-TA-10003569,20160908,20160914,601.47,3,0.5,-300.735
CA-2016-002494,KT-16480,FUR-TA-10004086,20160910,20160914,300.93,5,0.3,-34.392
CA-2016-003568,DB-12910,FUR-FU-10003832,20160909,20160914,15.008,4,0.6,-12.0064
CA-2014-000314,TS-21205,FUR-FU-10001588,20140927,20141003,87.54,3,0,37.6422
CA-2014-001142,AP-10915,FUR-FU-10004188,20140929,20141003,204.6,2,0,53.196
CA-2014-004053,SM-20950,FUR-TA-10004175,20140929,20141003,409.272,2,0.4,-81.8544
CA-2014-004057,SM-20950,FUR-TA-10004147,20140929,20141003,67.176,1,0.4,-20.1528
CA-2014-000318,NM-18445,FUR-CH-10002602,20141104,20141109,135.882,1,0.1,24.1568
US-2016-003145,AR-10825,FUR-CH-10002647,20160905,20160911,347.802,7,0.3,-24.843
CA-2017-000326,DJ-13510,FUR-FU-10001967,20171103,20171105,15.992,1,0.2,0.9995
CA-2017-001710,JK-15205,FUR-CH-10003061,20171030,20171105,71.992,1,0.2,-0.8999
CA-2017-003799,KL-16555,FUR-TA-10004575,20171104,20171105,523.764,3,0.4,-192.0468
US-2016-000329,PO-18850,FUR-CH-10003312,20160830,20160901,786.744,4,0.3,-258.5016
CA-2016-003343,TB-21055,FUR-TA-10001307,20160827,20160901,244.615,1,0.3,20.967
CA-2014-000339,AC-10420,FUR-TA-10004575,20140712,20140717,698.352,3,0.2,-17.4588
US-2014-004552,GK-14620,FUR-TA-10002855,20140713,20140717,351.216,3,0.2,4.3902
CA-2016-003009,JG-15160,FUR-FU-10004748,20161205,20161206,191.82,3,0,74.8098
US-2016-000729,EG-13900,FUR-TA-10002228,20161203,20161206,400.032,2,0.4,-153.3456
US-2016-000731,EG-13900,FUR-CH-10002965,20161203,20161206,542.646,3,0.1,102.4998
CA-2016-000355,JL-15505,FUR-BO-10002268,20160408,20160413,388.704,6,0.2,-4.8588
CA-2016-004185,AG-10300,FUR-BO-10002853,20161205,20161207,81.94,1,0,20.485
CA-2016-002055,RD-19480,FUR-FU-10001196,20161201,20161207,17.31,3,0,5.193
CA-2017-000363,KW-16435,FUR-CH-10000785,20170925,20171001,488.646,3,0.1,86.8704
CA-2017-000365,KW-16435,FUR-FU-10000023,20170925,20171001,47.12,8,0,20.7328
US-2017-004460,DS-13030,FUR-FU-10001979,20170928,20171001,32.776,1,0.2,3.2776
CA-2016-000370,MK-17905,FUR-BO-10002545,20161021,20161021,1043.92,4,0,271.4192
US-2017-000378,AR-10405,FUR-TA-10004915,20170827,20170901,1488.424,7,0.3,-297.6848
US-2015-000385,DO-13435,FUR-TA-10000617,20151127,20151202,375.4575,3,0.45,-157.0095
US-2015-001474,NM-18520,FUR-FU-10004270,20151201,20151202,6.688,4,0.6,-4.0128
CA-2015-000388,DK-13225,FUR-FU-10001935,20151203,20151207,2.96,1,0.2,0.777
CA-2015-003369,NW-18400,FUR-BO-10002598,20151121,20151125,141.96,2,0,41.1684
CA-2015-000842,BM-11650,FUR-BO-10001519,20151120,20151125,186.048,4,0.2,9.3024
CA-2016-000400,AG-10675,FUR-BO-10004834,20160908,20160910,2396.2656,4,0.32,-317.1528
CA-2017-000409,KH-16510,FUR-TA-10002041,20171208,20171212,1004.024,7,0.2,-112.9527
CA-2017-000413,KH-16510,FUR-BO-10001972,20171208,20171212,1336.829,13,0.15,31.4548
CA-2017-000414,KH-16510,FUR-CH-10003956,20171208,20171212,113.568,2,0.2,-18.4548
CA-2017-001689,AW-10840,FUR-FU-10004306,20171210,20171212,310.88,2,0.2,23.316
CA-2017-002773,BT-11680,FUR-FU-10001940,20171210,20171212,19.104,3,0.2,5.7312
CA-2017-000416,KC-16675,FUR-CH-10001891,20171103,20171107,307.136,4,0.2,26.8744
CA-2015-002117,RK-19300,FUR-TA-10001307,20151012,20151017,209.67,1,0.4,-13.978
CA-2015-000848,AF-10885,FUR-CH-10001891,20151013,20151017,287.94,3,0,77.7438
CA-2016-000418,PB-19150,FUR-CH-10004886,20160414,20160418,383.8,5,0.2,38.38
CA-2017-000423,MP-17965,FUR-FU-10004712,20171019,20171023,56.56,4,0,14.7056
CA-2017-000425,NF-18385,FUR-CH-10000015,20170821,20170823,866.4,4,0,225.264
CA-2017-000617,NG-18355,FUR-FU-10003849,20170818,20170823,40.48,2,0,15.7872
CA-2017-000618,NG-18355,FUR-FU-10000010,20170818,20170823,9.94,2,0,3.0814
CA-2017-000621,NG-18355,FUR-FU-10000521,20170818,20170823,88.02,3,0,27.2862
US-2017-002151,AF-10870,FUR-CH-10001973,20171119,20171126,233.058,3,0.3,-53.2704
CA-2017-000426,JM-15265,FUR-FU-10003347,20171123,20171126,28.4,2,0,11.076
US-2017-001813,BT-11680,FUR-FU-10001861,20171120,20171126,77.6,5,0.2,28.13
US-2017-001814,BT-11680,FUR-FU-10000206,20171120,20171126,4.656,2,0.2,1.5714
CA-2017-000440,CV-12805,FUR-CH-10003396,20170120,20170123,207.846,3,0.1,2.3094
US-2015-001370,JR-15670,FUR-BO-10002613,20151224,20151228,590.058,7,0.7,-786.744
CA-2015-002660,HR-14830,FUR-CH-10004287,20151224,20151228,883.84,4,0.2,99.432
CA-2017-000447,TB-21595,FUR-FU-10000206,20170320,20170325,2.91,1,0,1.3677
CA-2017-002410,BE-11335,FUR-FU-10000758,20170323,20170325,211.84,8,0,76.2624
CA-2015-002082,MS-17365,FUR-FU-10002885,20151224,20151229,7.712,2,0.2,1.7352
US-2015-002330,JD-16150,FUR-FU-10001468,20151225,20151229,547.136,4,0.2,-68.392
CA-2017-003059,HH-15010,FUR-FU-10003878,20171019,20171024,30.56,2,0,10.3904
CA-2017-003060,HH-15010,FUR-TA-10003837,20171019,20171024,24.368,2,0.2,-3.3506
CA-2017-000454,EB-13705,FUR-TA-10001539,20171020,20171024,284.364,2,0.4,-75.8304
US-2014-000457,SC-20095,FUR-CH-10000225,20140212,20140218,129.568,2,0.2,-24.294
US-2016-000458,NF-18385,FUR-CH-10002331,20160926,20161001,747.558,3,0.3,-96.1146
US-2016-002651,SH-19975,FUR-BO-10004467,20160926,20161001,424.9575,5,0.15,19.998
US-2016-001314,PK-19075,FUR-CH-10003199,20160924,20161001,155.372,2,0.3,-13.3176
CA-2015-001581,NP-18325,FUR-TA-10002607,20150809,20150812,382.806,9,0.4,-153.1224
CA-2015-001584,NP-18325,FUR-FU-10002157,20150809,20150812,47.04,3,0,18.3456
CA-2015-001585,NP-18325,FUR-FU-10001706,20150809,20150812,6.16,2,0,2.9568
CA-2016-000463,TN-21040,FUR-FU-10000023,20160422,20160429,23.56,5,0.2,7.068
CA-2016-000464,TN-21040,FUR-TA-10001889,20160422,20160429,1272.63,6,0.5,-814.4832
US-2015-000468,JS-15940,FUR-FU-10002918,20150117,20150124,254.744,7,0.6,-312.0614
CA-2017-000469,DS-13180,FUR-BO-10002824,20170331,20170404,205.3328,2,0.32,-36.2352
CA-2017-003049,TC-21475,FUR-TA-10004534,20170402,20170404,411.8,2,0,70.006
CA-2014-000473,JP-15520,FUR-BO-10001601,20141109,20141111,222.666,2,0.15,10.4784
CA-2014-004310,WB-21850,FUR-TA-10002041,20141104,20141111,573.728,4,0.2,-64.5444
CA-2016-000479,JE-15475,FUR-FU-10002671,20161027,20161102,40.2,3,0,19.296
CA-2017-000486,MT-18070,FUR-BO-10001337,20170610,20170613,514.165,5,0.15,-30.245
US-2017-000670,MO-17800,FUR-FU-10002759,20170609,20170613,23.976,3,0.6,-14.3856
US-2017-000671,MO-17800,FUR-TA-10000688,20170609,20170613,108.925,1,0.5,-71.8905
CA-2017-004224,TB-21400,FUR-BO-10001519,20170611,20170613,174.42,3,0,41.8608
US-2016-000495,RO-19780,FUR-TA-10001857,20160318,20160321,189.882,3,0.4,-94.941
CA-2016-002226,BT-11440,FUR-BO-10002202,20160319,20160321,72.294,1,0.7,-98.8018
CA-2016-002853,SV-20935,FUR-FU-10000409,20160319,20160321,14.98,1,0,6.8908
CA-2016-002854,SV-20935,FUR-FU-10000221,20160319,20160321,20.32,4,0,6.9088
CA-2016-000498,SC-20095,FUR-FU-10004864,20160725,20160731,255.76,4,0,81.8432
CA-2016-000499,SC-20095,FUR-CH-10002602,20160725,20160731,241.568,2,0.2,18.1176
CA-2016-000500,SC-20095,FUR-FU-10000073,20160725,20160731,69.3,9,0,22.869
CA-2016-002604,EN-13780,FUR-BO-10000362,20160604,20160604,136.784,1,0.2,5.1294
CA-2016-002605,EN-13780,FUR-FU-10003878,20160604,20160604,61.12,4,0,20.7808
US-2016-000503,MY-17380,FUR-CH-10001215,20160530,20160604,801.568,2,0.2,50.098
CA-2017-000511,LS-17245,FUR-FU-10001290,20171126,20171127,126.3,3,0,40.416
CA-2017-000523,MC-17605,FUR-TA-10001857,20170123,20170125,210.98,2,0,21.098
CA-2017-000737,DS-13030,FUR-BO-10001619,20170121,20170125,84.98,1,0,18.6956
CA-2017-000527,PH-18790,FUR-CH-10003379,20171021,20171026,683.952,3,0.2,42.747
CA-2017-000528,PH-18790,FUR-FU-10001756,20171021,20171026,45.696,3,0.2,5.1408
CA-2015-000532,KB-16240,FUR-CH-10000595,20151107,20151109,190.72,1,0.2,11.92
CA-2015-001833,GB-14530,FUR-CH-10001270,20151105,20151109,207,3,0.2,25.875
US-2017-000533,JC-15340,FUR-FU-10000448,20170907,20170911,47.94,3,0,2.397
CA-2015-000540,DK-12985,FUR-CH-10002647,20151207,20151211,283.92,4,0,70.98
CA-2015-001522,GH-14425,FUR-FU-10002253,20151206,20151211,206.112,6,0.2,48.9516
CA-2014-000546,PG-18895,FUR-FU-10000723,20140511,20140516,66.112,4,0.6,-84.2928
CA-2016-000552,BD-11320,FUR-CH-10002024,20160415,20160417,1121.568,2,0.2,0
CA-2017-000553,RC-19960,FUR-FU-10003039,20170911,20170912,34.504,1,0.2,6.0382
CA-2017-003044,KF-16285,FUR-CH-10002320,20170911,20170912,2054.272,8,0.2,256.784
CA-2017-000560,LP-17080,FUR-FU-10003347,20171120,20171122,42.6,3,0,16.614
CA-2017-004390,CD-11920,FUR-BO-10003159,20171120,20171122,183.968,2,0.2,-25.2956
CA-2015-003865,LC-16885,FUR-FU-10004904,20151128,20151203,151.96,5,0.6,-182.352
CA-2015-000800,CD-11920,FUR-CH-10002647,20151127,20151203,283.92,5,0.2,17.745
CA-2015-000623,SF-20965,FUR-CH-10004853,20151129,20151203,301.96,2,0,87.5684
CA-2014-000563,CA-12775,FUR-FU-10004020,20140914,20140918,13.128,3,0.2,3.7743
CA-2017-000570,EB-13840,FUR-CH-10004997,20171001,20171008,451.152,3,0.2,0
CA-2017-003040,AS-10045,FUR-TA-10001520,20171003,20171008,171.288,3,0.2,-6.4233
CA-2017-000580,CS-11950,FUR-FU-10001475,20170720,20170726,8.792,1,0.6,-5.7148
CA-2015-000587,BD-11725,FUR-CH-10003956,20150703,20150709,70.98,1,0,4.9686
CA-2014-000598,LR-16915,FUR-FU-10001979,20140808,20140815,327.76,8,0,91.7728
CA-2014-001239,GM-14680,FUR-FU-10003691,20140811,20140815,12.35,1,0,5.434
US-2016-003239,DW-13195,FUR-CH-10003774,20161120,20161127,318.43,5,0.3,-77.333
US-2016-003241,DW-13195,FUR-FU-10000023,20161120,20161127,7.068,3,0.6,-2.8272
CA-2016-004272,LA-16780,FUR-FU-10000965,20161124,20161127,207.76,4,0,85.1816
CA-2014-000604,AS-10240,FUR-FU-10001756,20140315,20140319,45.696,3,0.2,5.1408
US-2014-002841,CK-12325,FUR-CH-10003379,20140314,20140319,1139.92,4,0,284.98
CA-2017-000627,MO-17800,FUR-FU-10000221,20170915,20170919,35.56,7,0,12.0904
CA-2016-001235,PG-18820,FUR-FU-10000076,20161028,20161028,47.952,3,0.2,13.7862
CA-2016-001237,PG-18820,FUR-FU-10003268,20161028,20161028,63.968,2,0.2,0
CA-2016-001238,PG-18820,FUR-FU-10003553,20161028,20161028,165.048,3,0.2,41.262
CA-2015-000636,DJ-13420,FUR-CH-10001482,20151004,20151009,392.94,3,0,43.2234
CA-2015-002128,JK-16120,FUR-FU-10003623,20151004,20151009,64.944,3,0.2,6.4944
CA-2016-000639,RB-19465,FUR-FU-10000576,20160520,20160525,1049.2,5,0,272.792
CA-2016-000641,JD-16150,FUR-FU-10000732,20161218,20161222,18.84,3,0,6.0288
CA-2016-000649,AR-10825,FUR-FU-10001935,20161211,20161216,14.8,4,0,6.068
CA-2017-001601,AB-10150,FUR-FU-10001967,20171119,20171121,15.992,2,0.6,-13.993
CA-2017-003615,SC-20770,FUR-TA-10002622,20171119,20171121,718.116,6,0.3,-71.8116
US-2016-000658,EH-14125,FUR-CH-10001215,20160919,20160919,701.372,2,0.3,-50.098
CA-2015-000662,CB-12025,FUR-TA-10001768,20150824,20150828,918.785,5,0.3,-118.1295
CA-2015-003157,EM-13810,FUR-TA-10001539,20150824,20150828,284.364,2,0.4,-75.8304
US-2017-002172,LC-16930,FUR-CH-10004675,20171119,20171125,305.312,2,0.3,-8.7232
US-2017-002072,KA-16525,FUR-CH-10003956,20171120,20171125,283.92,5,0.2,-46.137
CA-2017-001874,BP-11230,FUR-TA-10004767,20171121,20171125,70.98,1,0,20.5842
CA-2017-002213,SW-20275,FUR-FU-10003535,20171121,20171125,27.42,1,0,11.2422
CA-2014-000669,RP-19390,FUR-FU-10003096,20141224,20141226,30.36,5,0.2,8.7285
US-2017-000679,CD-11980,FUR-FU-10003553,20170318,20170323,82.524,3,0.6,-41.262
CA-2017-002945,MC-18100,FUR-FU-10002685,20171119,20171124,18.7,1,0,7.106
CA-2017-003381,TD-20995,FUR-FU-10000320,20171123,20171124,24.048,9,0.2,7.2144
CA-2017-002930,ME-17320,FUR-FU-10002597,20171118,20171124,19.76,4,0,8.2992
US-2014-000690,NP-18325,FUR-FU-10004071,20140621,20140623,104.01,1,0,14.5614
CA-2017-000702,Dl-13600,FUR-FU-10002960,20170902,20170908,15.072,3,0.2,4.1448
CA-2017-002478,GM-14695,FUR-TA-10000198,20170904,20170908,1322.352,3,0.2,-99.1764
CA-2016-000703,AS-10285,FUR-FU-10003394,20161104,20161108,209.88,3,0,35.6796
CA-2016-004433,AP-10915,FUR-FU-10002885,20161103,20161108,24.1,5,0,9.158
CA-2016-004435,AP-10915,FUR-TA-10003392,20161103,20161108,842.94,3,0,160.1586
CA-2015-000704,JK-15370,FUR-TA-10002774,20150409,20150414,369.912,3,0.2,-13.8717
CA-2014-000709,DP-13165,FUR-BO-10003272,20141202,20141204,883.92,5,0.2,-110.49
CA-2014-000717,SV-20365,FUR-FU-10000010,20140111,20140114,9.94,2,0,3.0814
CA-2017-002036,CT-11995,FUR-CH-10003061,20170925,20170929,269.97,3,0,51.2943
CA-2017-000718,KC-16540,FUR-FU-10002253,20170924,20170929,103.056,3,0.2,24.4758
US-2017-003176,AP-10915,FUR-BO-10001811,20170923,20170929,180.588,2,0.7,-240.784
CA-2017-004472,MG-17680,FUR-CH-10003774,20170929,20170929,63.686,1,0.3,-15.4666
CA-2017-004474,MG-17680,FUR-TA-10004442,20170929,20170929,344.22,2,0.4,-189.321
CA-2017-004476,MG-17680,FUR-FU-10004586,20170929,20170929,21.248,4,0.2,7.4368
US-2014-003313,TH-21100,FUR-CH-10002602,20140927,20141001,603.92,5,0.2,45.294
US-2014-001360,KT-16465,FUR-CH-10002961,20140926,20141001,145.568,2,0.2,0
