Row ID,Order ID,Order_Date_Key,Ship_Date_Key,Customer_Key,Product_Key,Ship_Mode_Key,Location_Key,Sales,Quantity,Discount,Profit
318,CA-2014-164973,20141104,20141109,52,64,2,40,135.882,1,0.1,24.1568
326,CA-2017-153339,20171103,20171105,53,65,1,43,15.992,1,0.2,0.9995
329,US-2016-141544,20160830,20160901,54,66,3,44,786.744,4,0.3,-258.5016
339,CA-2014-129924,20140712,20140717,55,67,2,45,698.352,3,0.2,-17.4588
355,CA-2016-138520,20160408,20160413,56,68,2,18,388.704,6,0.2,-4.8588
363,CA-2017-144904,20170925,20171001,57,69,2,16,488.646,3,0.1,86.8704
365,CA-2017-144904,20170925,20171001,57,70,2,16,47.12,8,0.0,20.7328
370,CA-2016-155516,20161021,20161021,58,10,4,46,1043.92,4,0.0,271.4192
378,US-2017-134481,20170827,20170901,59,71,2,47,1488.424,7,0.3,-297.6848
385,US-2015-168935,20151127,20151202,60,72,2,48,375.4575,3,0.45,-157.0095
388,CA-2015-122756,20151203,20151207,61,73,2,4,2.96,1,0.2,0.777
400,CA-2016-108987,20160908,20160910,62,7,1,49,2396.2656,4,0.32,-317.1528
409,CA-2017-117457,20171208,20171212,63,74,2,50,1004.024,7,0.2,-112.9527
413,CA-2017-117457,20171208,20171212,63,75,2,50,1336.829,13,0.15,31.4548
414,CA-2017-117457,20171208,20171212,63,76,2,50,113.568,2,0.2,-18.4548
416,CA-2017-142636,20171103,20171107,64,55,2,51,307.136,4,0.2,26.8744
418,CA-2016-148796,20160414,20160418,65,77,2,10,383.8,5,0.2,38.38
423,CA-2017-125388,20171019,20171023,66,78,2,52,56.56,4,0.0,14.7056
425,CA-2017-155705,20170821,20170823,67,79,1,53,866.4,4,0.0,225.264
426,CA-2017-149160,20171123,20171126,68,80,1,54,28.4,2,0.0,11.076
440,CA-2017-157252,20170120,20170123,19,81,1,40,207.846,3,0.1,2.3094
441,CA-2016-115756,20160905,20160907,69,82,1,31,12.22,1,0.0,3.666
445,CA-2016-115756,20160905,20160907,69,83,1,31,242.94,3,0.0,29.1528
447,CA-2017-154214,20170320,20170325,70,84,1,55,2.91,1,0.0,1.3677
454,CA-2017-147277,20171020,20171024,71,5,2,56,284.364,2,0.4,-75.8304
457,US-2014-110674,20140212,20140218,72,85,2,57,129.568,2,0.2,-24.294
458,US-2016-157945,20160926,20161001,67,86,2,58,747.558,3,0.3,-96.1146
463,CA-2016-109869,20160422,20160429,73,70,2,59,23.56,5,0.2,7.068
464,CA-2016-109869,20160422,20160429,73,87,2,59,1272.63,6,0.5,-814.4832
468,US-2015-101399,20150117,20150124,74,56,2,60,254.744,7,0.6,-312.0614
469,CA-2017-154907,20170331,20170404,37,88,2,61,205.3328,2,0.32,-36.2352
473,CA-2014-144666,20141109,20141111,75,89,1,50,222.666,2,0.15,10.4784
479,CA-2016-152632,20161027,20161102,76,59,2,9,40.2,3,0.0,19.296
486,CA-2017-140963,20170610,20170613,77,90,3,62,514.165,5,0.15,-30.245
495,US-2016-120929,20160318,20160321,78,91,1,12,189.882,3,0.4,-94.941
498,CA-2016-126158,20160725,20160731,72,92,2,63,255.76,4,0.0,81.8432
499,CA-2016-126158,20160725,20160731,72,64,2,64,241.568,2,0.2,18.1176
500,CA-2016-126158,20160725,20160731,72,93,2,63,69.3,9,0.0,22.869
503,US-2016-105578,20160530,20160604,79,94,2,65,801.568,2,0.2,50.098
511,CA-2017-135307,20171126,20171127,80,95,3,66,126.3,3,0.0,40.416
523,CA-2017-145142,20170123,20170125,81,91,3,67,210.98,2,0.0,21.098
527,CA-2017-113558,20171021,20171026,82,96,2,68,683.952,3,0.2,42.747
528,CA-2017-113558,20171021,20171026,82,62,2,68,45.696,3,0.2,5.1408
532,CA-2015-102848,20151107,20151109,83,97,1,69,190.72,1,0.2,11.92
533,US-2017-129441,20170907,20170911,84,98,2,3,47.94,3,0.0,2.397
540,CA-2015-134894,20151207,20151211,85,99,2,1,283.92,4,0.0,70.98
546,CA-2014-103849,20140511,20140516,86,100,2,70,66.112,4,0.6,-84.2928
552,CA-2016-136406,20160415,20160417,87,101,1,50,1121.568,2,0.2,0.0
553,CA-2017-112774,20170911,20170912,88,102,3,71,34.504,1,0.2,6.0382
558,CA-2016-113243,20160610,20160615,89,103,2,62,1335.68,4,0.2,-217.048
560,CA-2017-118731,20171120,20171122,90,80,1,72,42.6,3,0.0,16.614
563,CA-2014-145576,20140914,20140918,91,104,1,33,13.128,3,0.2,3.7743
570,CA-2017-156951,20171001,20171008,92,105,2,51,451.152,3,0.2,0.0
580,CA-2017-118640,20170720,20170726,93,106,2,11,8.792,1,0.6,-5.7148
587,CA-2015-128139,20150703,20150709,94,76,2,73,70.98,1,0.0,4.9686
598,CA-2014-131450,20140808,20140815,95,107,2,74,327.76,8,0.0,91.7728
604,CA-2014-149958,20140315,20140319,96,62,2,33,45.696,3,0.2,5.1408
617,CA-2017-117947,20170818,20170823,97,108,1,75,40.48,2,0.0,15.7872
618,CA-2017-117947,20170818,20170823,97,109,1,76,9.94,2,0.0,3.0814
621,CA-2017-117947,20170818,20170823,97,31,1,75,88.02,3,0.0,27.2862
623,CA-2015-138009,20151129,20151203,98,110,2,77,301.96,2,0.0,87.5684
627,CA-2017-163020,20170915,20170919,99,111,2,16,35.56,7,0.0,12.0904
636,CA-2015-168004,20151004,20151009,100,112,1,78,392.94,3,0.0,43.2234
639,CA-2016-115917,20160520,20160525,101,46,2,79,1049.2,5,0.0,272.792
641,CA-2016-147067,20161218,20161222,102,113,2,15,18.84,3,0.0,6.0288
649,CA-2016-160745,20161211,20161216,103,73,1,80,14.8,4,0.0,6.068
658,US-2016-156097,20160919,20160919,104,94,4,81,701.372,2,0.3,-50.098
662,CA-2015-146563,20150824,20150828,105,26,2,82,918.785,5,0.3,-118.1295
669,CA-2014-156314,20141224,20141226,106,114,3,83,30.36,5,0.2,8.7285
670,US-2017-106663,20170609,20170613,99,115,2,84,23.976,3,0.6,-14.3856
671,US-2017-106663,20170609,20170613,99,116,2,84,108.925,1,0.5,-71.8905
679,US-2017-119438,20170318,20170323,107,117,2,85,82.524,3,0.6,-41.262
689,CA-2017-161480,20171225,20171229,108,118,2,18,191.984,2,0.2,4.7996
690,US-2014-117135,20140621,20140623,109,119,1,86,104.01,1,0.0,14.5614
702,CA-2017-114552,20170902,20170908,110,37,2,83,15.072,3,0.2,4.1448
703,CA-2016-163755,20161104,20161108,111,120,1,87,209.88,3,0.0,35.6796
704,CA-2015-142027,20150409,20150414,112,121,2,88,369.912,3,0.2,-13.8717
709,CA-2014-112158,20141202,20141204,113,122,3,18,883.92,5,0.2,-110.49
717,CA-2014-130092,20140111,20140114,114,109,3,89,9.94,2,0.0,3.0814
718,CA-2017-108910,20170924,20170929,115,123,2,23,103.056,3,0.2,24.4758
720,CA-2014-104472,20140602,20140607,116,82,2,5,73.32,6,0.0,21.996
722,CA-2016-142335,20161215,20161219,66,124,2,90,1652.94,3,0.0,231.4116
724,CA-2014-117429,20141007,20141013,117,125,2,4,129.92,5,0.2,21.112
729,US-2016-150861,20161203,20161206,118,126,3,91,400.032,2,0.4,-153.3456
731,US-2016-150861,20161203,20161206,118,50,3,91,542.646,3,0.1,102.4998
737,CA-2017-131954,20170121,20170125,119,127,2,25,84.98,1,0.0,18.6956
747,CA-2014-124429,20140527,20140527,120,48,4,92,567.12,10,0.2,-28.356
751,CA-2017-126074,20171002,20171006,121,128,2,93,157.74,11,0.0,56.7864
755,CA-2015-135272,20151207,20151212,122,115,2,69,79.92,4,0.0,28.7712
756,CA-2016-140928,20160918,20160922,123,129,2,71,383.438,4,0.45,-167.3184
769,CA-2014-106810,20140514,20140520,124,130,2,94,310.88,2,0.2,23.316
770,CA-2016-157245,20160519,20160524,125,131,2,95,641.96,2,0.0,179.7488
776,CA-2017-104220,20170130,20170205,126,132,2,96,34.58,7,0.0,14.5236
778,CA-2015-144267,20150821,20150823,46,133,3,50,544.008,3,0.2,40.8006
784,US-2015-157014,20151003,20151006,127,134,1,37,35.49,1,0.5,-15.6156
788,CA-2015-154620,20151212,20151216,128,135,2,97,348.928,2,0.2,34.8928
792,CA-2015-115938,20150626,20150630,129,136,2,98,332.94,3,0.0,79.9056
800,CA-2015-101910,20151127,20151203,130,99,2,99,283.92,5,0.2,17.745
801,CA-2017-105809,20170220,20170223,131,137,3,92,22.23,1,0.0,7.3359
805,CA-2017-135783,20170422,20170424,132,138,3,45,18.28,2,0.0,6.2152
808,CA-2015-140921,20150203,20150205,133,80,3,100,28.4,2,0.0,11.076
811,CA-2014-151995,20141013,20141015,134,52,3,101,1298.55,5,0.0,311.652
814,CA-2017-143686,20170514,20170514,135,138,4,102,18.28,2,0.0,6.2152
820,CA-2014-140858,20140628,20140702,91,139,2,4,1228.465,5,0.3,0.0
830,CA-2017-129462,20170616,20170621,13,140,1,103,301.96,2,0.0,90.588
842,CA-2015-100454,20151120,20151125,136,141,2,104,186.048,4,0.2,9.3024
848,CA-2015-114300,20151013,20151017,137,55,2,105,287.94,3,0.0,77.7438
849,CA-2017-107503,20170101,20170106,138,142,2,106,48.896,4,0.2,8.5568
854,CA-2016-123274,20160219,20160224,139,137,2,18,44.46,2,0.0,14.6718
867,CA-2014-149020,20140110,20140115,140,143,2,107,51.94,1,0.0,21.2954
876,CA-2016-116736,20160117,20160121,141,45,2,108,322.59,3,0.0,64.518
881,CA-2017-111689,20171130,20171202,142,32,1,40,1242.9,5,0.1,262.39
884,CA-2016-165148,20161022,20161024,143,113,3,31,31.4,5,0.0,10.048
885,CA-2014-134061,20140429,20140504,144,144,2,109,17.46,2,0.0,5.9364
907,CA-2017-143259,20171230,20180103,15,145,2,16,323.136,4,0.2,12.1176
913,CA-2015-133627,20150531,20150607,145,73,2,110,22.2,6,0.0,9.102
914,CA-2017-102519,20171127,20171129,136,54,3,111,46.94,1,0.0,19.2454
916,US-2014-141215,20140615,20140621,47,146,2,26,99.918,2,0.3,-18.5562
917,US-2014-141215,20140615,20140621,47,96,2,26,797.944,4,0.3,-56.996
943,CA-2016-142958,20161213,20161220,146,3,2,112,1114.272,4,0.2,41.7852
947,US-2015-140200,20150726,20150728,91,147,3,113,12581.28,3,0.5,-6542.2656
948,US-2017-110576,20171128,20171202,147,148,2,114,516.488,7,0.2,-12.9122
949,US-2017-110576,20171128,20171202,147,46,2,114,1007.232,6,0.2,75.5424
950,US-2017-110576,20171128,20171202,147,149,2,114,2065.32,12,0.4,-619.596
953,CA-2017-131156,20170403,20170407,148,150,2,44,25.472,4,0.2,7.6416
955,CA-2017-136539,20171228,20180101,149,53,2,115,78.8528,2,0.32,-11.596
960,CA-2015-112571,20150922,20150922,150,151,4,116,204.6,2,0.0,53.196
961,CA-2017-152142,20171114,20171119,151,50,2,50,321.568,2,0.2,28.1372
971,CA-2014-115791,20140116,20140118,152,152,1,117,127.104,6,0.2,28.5984
981,CA-2016-144939,20161003,20161008,5,136,2,18,599.292,6,0.1,93.2232
984,CA-2014-163419,20141111,20141114,153,140,1,118,603.92,5,0.2,75.49
989,CA-2017-167899,20170521,20170526,154,119,2,119,520.05,5,0.0,72.807
991,CA-2015-153549,20150329,20150331,155,61,1,71,1166.92,5,0.2,131.2785
999,CA-2015-162537,20151028,20151103,156,153,2,1,24.1,5,0.0,9.158
1000,CA-2015-162537,20151028,20151103,156,60,2,1,33.11,7,0.0,12.9129
1003,CA-2015-124891,20150731,20150731,157,52,4,40,1090.782,7,0.4,-290.8752
1011,CA-2014-158540,20141124,20141126,158,154,3,120,151.72,4,0.0,27.3096
1012,CA-2017-118437,20170617,20170621,23,8,1,121,155.25,3,0.0,46.575
1014,US-2015-126214,20151221,20151224,159,40,1,87,1618.37,13,0.0,356.0414
1017,CA-2015-108665,20150706,20150710,160,155,2,75,13.96,2,0.0,6.7008
1018,CA-2015-108665,20150706,20150710,160,143,2,75,155.82,3,0.0,63.8862
1022,CA-2015-124450,20150427,20150503,139,156,2,122,1267.53,3,0.0,316.8825
1031,CA-2014-163552,20140711,20140715,161,96,2,42,854.94,3,0.0,213.735
1032,CA-2014-163552,20140711,20140715,161,23,2,42,124.11,9,0.0,52.1262
1037,CA-2016-113061,20160422,20160426,162,157,2,123,86.62,2,0.0,8.662
1041,CA-2016-127670,20160320,20160324,163,129,2,124,697.16,4,0.0,146.4036
1043,CA-2016-102981,20160906,20160909,164,158,1,18,722.352,3,0.2,90.294
1046,CA-2017-152702,20171012,20171016,8,159,2,125,254.604,14,0.3,-18.186
1048,CA-2016-169103,20160308,20160313,134,24,2,126,102.36,3,0.2,-3.8385
1051,US-2015-153500,20150703,20150705,165,160,3,117,168.464,2,0.2,-29.4812
1053,US-2015-153500,20150703,20150705,165,161,3,117,282.888,9,0.2,56.5776
1055,CA-2015-110667,20150404,20150408,166,162,2,16,108.4,2,0.0,22.764
1061,US-2015-125374,20150323,20150329,167,81,2,127,107.772,2,0.3,-29.2524
1068,CA-2016-157686,20161001,20161002,168,16,3,45,194.848,4,0.2,12.178
1082,CA-2015-110016,20151129,20151204,169,163,2,31,1106.91,9,0.0,121.7601
1083,US-2016-143819,20160301,20160305,170,129,2,128,836.592,8,0.4,-264.9208
1090,CA-2017-158407,20170604,20170610,151,65,2,129,31.984,2,0.2,1.999
1098,CA-2014-159338,20140625,20140628,171,164,3,130,447.84,5,0.2,11.196
1100,CA-2016-107216,20160614,20160617,172,84,3,45,8.73,3,0.0,4.1031
1107,US-2016-110156,20161119,20161124,173,84,2,7,2.328,2,0.6,-0.7566
1115,CA-2017-140585,20171218,20171223,174,165,1,131,119.833,1,0.15,-12.6882
1124,US-2014-147627,20140120,20140126,175,20,2,132,38.6,4,0.0,11.58
1127,US-2014-147627,20140120,20140126,175,86,2,132,1067.94,3,0.0,224.2674
1130,CA-2016-112102,20160412,20160416,176,166,2,107,343.92,4,0.0,75.6624
1142,CA-2014-146969,20140929,20141003,177,151,2,62,204.6,2,0.0,53.196
1152,CA-2015-113971,20150508,20150514,178,167,2,133,8.352,6,0.2,1.2528
1156,CA-2014-136567,20141220,20141221,179,168,3,134,2244.48,7,0.0,493.7856
1158,CA-2014-136567,20141220,20141221,179,72,3,134,455.1,2,0.0,100.122
1159,CA-2016-149314,20160702,20160707,180,169,1,10,195.184,1,0.2,19.5184
1168,CA-2017-145226,20171208,20171210,152,170,1,18,109.48,2,0.0,33.9388
1178,CA-2016-113621,20161201,20161205,13,171,2,135,172.5,2,0.0,51.75
1191,CA-2017-117212,20170226,20170228,181,172,1,69,892.224,3,0.2,89.2224
1195,US-2015-130519,20150915,20150915,97,173,4,136,15.712,4,0.2,2.5532
1197,US-2015-130519,20150915,20150915,97,120,4,136,55.968,1,0.2,-2.0988
1199,CA-2016-130946,20160408,20160412,134,174,2,7,95.984,4,0.3,-4.1136
1201,CA-2016-114727,20160718,20160724,182,133,2,27,544.008,3,0.2,40.8006
1203,CA-2016-114727,20160718,20160724,182,86,2,27,854.352,3,0.2,10.6794
1212,CA-2016-137050,20160714,20160718,183,38,1,16,579.136,4,0.2,21.7176
1213,US-2017-118087,20170909,20170913,184,41,2,117,141.372,2,0.3,-48.4704
1218,US-2017-118087,20170909,20170913,184,175,2,117,17.024,2,0.2,1.7024
1223,CA-2016-126004,20161204,20161205,30,154,3,40,113.79,3,0.0,20.4822
1230,CA-2017-100013,20171106,20171111,134,144,2,62,8.73,1,0.0,2.9682
1235,CA-2016-144344,20161028,20161028,185,176,4,137,47.952,3,0.2,13.7862
1237,CA-2016-144344,20161028,20161028,185,177,4,137,63.968,2,0.2,0.0
1238,CA-2016-144344,20161028,20161028,185,117,4,137,165.048,3,0.2,41.262
1239,CA-2014-127012,20140811,20140815,186,178,2,51,12.35,1,0.0,5.434
1246,CA-2014-168494,20141212,20141214,187,179,1,138,764.688,6,0.2,95.586
1247,CA-2014-168494,20141212,20141214,187,44,1,138,3610.848,12,0.2,135.4068
1248,CA-2014-168494,20141212,20141214,187,180,1,138,254.9745,3,0.87,11.9988
1250,CA-2017-115602,20171218,20171224,188,181,2,16,1141.938,9,0.1,139.5702
1256,CA-2017-144638,20170310,20170314,189,182,2,139,6.696,1,0.2,0.5022
1257,CA-2017-144638,20170310,20170314,189,183,2,139,43.872,2,0.2,11.5164
1265,CA-2016-155992,20161001,20161002,190,182,3,140,41.85,5,0.0,10.881
1268,US-2014-167738,20141224,20141229,191,16,2,62,292.272,6,0.2,18.267
1269,CA-2017-121412,20170923,20170927,192,82,2,118,29.328,3,0.2,3.666
1275,CA-2016-119186,20160526,20160526,193,184,4,70,388.43,5,0.3,-88.784
1288,CA-2016-154711,20161122,20161126,194,15,2,16,39.88,2,0.0,11.1664
1301,CA-2016-137043,20161223,20161225,195,9,1,107,572.76,6,0.0,166.1004
1302,CA-2016-137043,20161223,20161225,195,9,1,107,286.38,3,0.0,83.0502
1303,CA-2015-115847,20150919,20150924,196,185,1,95,61.96,2,0.0,4.3372
1304,US-2017-126179,20170703,20170707,197,186,2,141,23.99,1,0.0,5.5177
1311,CA-2016-141397,20160620,20160621,198,187,3,142,161.568,2,0.2,-8.0784
1314,US-2016-134488,20160924,20161001,69,136,2,37,155.372,2,0.3,-13.3176
1316,CA-2016-145919,20161218,20161223,199,188,2,3,183.84,8,0.0,62.5056
1327,CA-2015-120439,20150614,20150618,22,175,2,114,51.072,6,0.2,5.1072
1330,CA-2016-142762,20160523,20160527,200,178,2,35,37.05,3,0.0,16.302
1337,US-2017-123281,20170402,20170407,201,182,2,143,25.11,3,0.0,6.5286
1338,CA-2017-100524,20170331,20170402,202,189,1,75,29.78,2,0.0,8.0406
1351,CA-2014-153976,20141003,20141008,203,163,1,144,258.279,3,0.3,-70.1043
1355,CA-2017-162978,20170504,20170509,151,44,2,35,300.904,1,0.2,11.2839
1359,CA-2017-160045,20170426,20170427,204,109,3,70,1.988,1,0.6,-1.4413
1360,US-2014-151925,20140926,20141001,205,190,1,130,145.568,2,0.2,0.0
1368,US-2017-155425,20171110,20171111,206,66,3,145,899.136,4,0.2,-146.1096
1369,CA-2017-133249,20170708,20170711,207,63,3,146,145.9,5,0.0,62.737
1370,US-2015-103471,20151224,20151228,208,35,2,38,590.058,7,0.7,-786.744
1375,CA-2015-120362,20150914,20150919,209,191,2,147,912.75,5,0.0,118.6575
1382,US-2016-100566,20160903,20160909,210,120,2,81,83.952,3,0.6,-90.2484
1386,US-2016-108504,20160205,20160205,211,54,4,148,18.84,3,0.0,7.1592
1387,US-2016-108504,20160205,20160205,211,118,4,148,239.98,2,0.0,52.7956
1395,US-2017-117247,20171009,20171014,212,192,2,81,652.45,5,0.5,-430.617
1396,US-2017-117247,20171009,20171014,212,193,2,81,66.645,3,0.5,-42.6528
1403,US-2016-161396,20160419,20160425,213,194,2,37,205.176,2,0.4,-58.1332
1406,US-2014-118486,20140406,20140408,214,195,3,44,154.764,3,0.4,-36.1116
1409,CA-2016-130407,20160902,20160906,170,65,2,40,39.98,2,0.0,9.995
1410,US-2016-122245,20160925,20160930,215,147,2,59,393.165,3,0.5,-204.4458
1412,CA-2016-136329,20160709,20160713,26,133,2,18,408.006,2,0.1,72.5344
1413,CA-2016-136329,20160709,20160713,26,100,2,18,165.28,4,0.0,14.8752
1416,CA-2017-115994,20170128,20170131,216,196,1,63,37.74,3,0.0,12.8316
1419,CA-2015-126697,20150921,20150924,217,12,3,7,4.928,4,0.6,-1.4784
1434,CA-2014-120768,20141219,20141221,218,17,1,149,1819.86,14,0.0,163.7874
1439,CA-2015-139731,20151015,20151015,13,101,4,150,2453.43,5,0.3,-350.49
1447,CA-2017-102337,20170613,20170616,214,197,3,84,470.302,7,0.3,-87.3418
1457,CA-2017-148474,20170612,20170619,219,198,2,141,452.94,3,0.0,67.941
1460,CA-2014-155271,20140504,20140504,220,199,4,151,27.46,2,0.0,9.8856
1462,US-2016-128902,20160311,20160315,221,129,2,152,244.006,2,0.3,-31.3722
1464,CA-2016-152289,20160826,20160828,222,169,3,153,1024.716,6,0.3,-29.2776
1466,CA-2014-151708,20140808,20140814,223,154,2,154,121.376,4,0.2,-3.0344
1469,CA-2017-139199,20171209,20171213,224,200,2,67,872.94,3,0.0,226.9644
1474,US-2015-105676,20151201,20151202,225,201,4,49,6.688,4,0.6,-4.0128
1489,CA-2015-140410,20151103,20151107,226,80,2,143,42.6,3,0.0,16.614
1493,CA-2017-166436,20171124,20171128,227,69,2,18,977.292,6,0.1,173.7408
1494,CA-2017-139661,20171030,20171103,228,153,2,80,9.64,2,0.0,3.6632
1504,CA-2016-100468,20161124,20161201,229,109,2,62,9.94,2,0.0,3.0814
1506,CA-2015-153388,20150801,20150807,230,202,2,10,1004.976,6,0.2,-175.8708
1510,CA-2017-103611,20170912,20170915,231,201,3,69,8.36,2,0.0,3.0096
1516,US-2017-160759,20171211,20171217,232,190,2,114,63.686,1,0.3,-9.098
1517,CA-2017-148446,20171210,20171214,233,103,1,155,1669.6,4,0.0,116.872
1522,CA-2015-144806,20151206,20151211,234,123,2,156,206.112,6,0.2,48.9516
1528,CA-2016-122392,20160722,20160727,235,203,2,157,11.648,2,0.2,3.3488
1535,CA-2017-124086,20170210,20170214,236,118,2,158,203.983,2,0.15,16.7986
1540,CA-2017-121888,20170915,20170917,237,10,1,159,782.94,3,0.0,203.5644
1542,CA-2014-166884,20140311,20140316,238,204,1,37,8.32,5,0.2,2.288
1546,CA-2014-150245,20141231,20150104,239,35,1,160,1573.488,7,0.2,196.686
1559,CA-2015-112116,20150316,20150318,76,195,1,87,171.96,2,0.0,44.7096
1563,US-2017-102890,20170630,20170630,240,3,4,161,1044.63,5,0.4,-295.9785
